,Store,Date,Weekly_Sales,Type,Temperature,Fuel_Price,PROMO1,PROMO2,PROMO3,PROMO4,PROMO5,CPI,IsHoliday,date,year,month,week,day
1058,9,11/12/2010,520846.68,B,61.59,2.728,4265.6064,1565.7164000000002,410.7932,1464.6552,5368.463599999999,215.5557297,0,2010-11-12,2010,Nov,45,12
1059,9,11/18/2011,542414.27,B,58.8,3.308,3648.4,2.63,21.12,1639.62,3623.62,221.8803923,0,2011-11-18,2011,Nov,46,18
1060,9,11/19/2010,519823.3,B,49.96,2.771,2813.0651999999995,229.86,448.49839999999995,949.4868000000001,4352.5656,215.4372854,0,2010-11-19,2010,Nov,46,19
1061,9,11/25/2011,814753.5,B,54.32,3.236,121.57,22563.8436,44061.13,247.83,8294.47,222.1389683,1,2011-11-25,2011,Nov,47,25
1062,9,11/26/2010,768070.53,B,60.18,2.735,1943.5108000000005,20277.867199999997,24678.3816,323.5116,1760.1592,215.2909028,1,2010-11-26,2010,Nov,47,26
1063,9,11/4/2011,597855.0700000001,B,54.46,3.332,5809.2584,2314.71,1911.5643999999998,2411.7168,12703.796400000001,221.4820921,0,2011-11-04,2011,Nov,44,4
1064,9,11/5/2010,517869.97,B,58.69,2.689,4603.094800000001,1760.5736,736.9667999999999,1745.894,10812.226400000001,215.5065452,0,2010-11-05,2010,Nov,44,5
1065,9,12/10/2010,618121.82,B,46.1,2.843,4406.3856,300.42040000000003,611.4628,1788.592,10669.793199999998,214.9981378,0,2010-12-10,2010,Dec,49,10
1066,9,12/16/2011,705557.97,B,47.31,3.159,2755.9,368.4712,136.48,384.78,2240.49,222.8825484,0,2011-12-16,2011,Dec,50,16
1067,9,12/17/2010,685243.2,B,49.7,2.869,2975.4904000000006,279.60560000000004,459.9108,978.2804000000001,4689.2856,214.9334937,0,2010-12-17,2010,Dec,50,17
1068,9,12/2/2011,613115.21,B,46.84,3.172,1237.88,1595.9291999999998,1330.53,643.78,8323.51,222.3975443,0,2011-12-02,2011,Dec,48,2
1069,9,12/23/2011,905324.68,B,44.43,3.112,719.14,0.24,318.75,17.72,2357.19,223.0661125,0,2011-12-23,2011,Dec,51,23
1070,9,12/24/2010,873347.5499999999,B,50.93,2.886,2496.2068,116.568,423.1372,386.838,3762.3727999999996,214.9301534,0,2010-12-24,2010,Dec,51,24
1071,9,12/3/2010,578164.82,B,49.89,2.708,4300.9468,464.13879999999995,769.6288,1800.8492,11086.153999999999,215.1445203,0,2010-12-03,2010,Dec,48,3
1072,9,12/30/2011,549788.36,B,43.41,3.129,2155.73,14481.63,44.07,237.84,3699.24,223.2496766,1,2011-12-30,2011,Dec,52,30
1073,9,12/31/2010,459770.85,B,45.92,2.943,2811.3584,26843.007999999998,19512.3492,389.9364,2069.6079999999997,214.9268131,1,2010-12-31,2010,Dec,52,31
1074,9,12/9/2011,630327.28,B,37.65,3.158,3075.89,300.8996,248.8,822.69,7585.2,222.6561203,0,2011-12-09,2011,Dec,49,9
1075,9,2/10/2012,609736.12,B,44.03,3.409,5619.8,1595.17,1.71,4740.66,4494.14,223.9953006,1,2012-02-10,2012,Feb,6,10
1076,9,2/11/2011,555279.02,B,34.13,3.022,9525.958,4087.7788,9809.1592,7940.246799999999,5628.5076,216.496729,1,2011-02-11,2011,Feb,6,11
1077,9,2/12/2010,552677.48,B,37.08,2.548,1753.616,18050.5428,27469.068799999997,267.2032,2081.6304,214.8056534,1,2010-02-12,2010,Feb,6,12
1078,9,2/17/2012,658965.05,B,43.81,3.51,4572.81,5448.91,6.0,945.06,7589.85,224.1588663,0,2012-02-17,2012,Feb,7,17
1079,9,2/18/2011,610985.56,B,58.5,3.045,4548.618399999999,2625.3992,112.36719999999997,811.2552000000001,4332.0232,216.8154856,0,2011-02-18,2011,Feb,7,18
1080,9,2/19/2010,511327.9,B,43.06,2.514,2975.4903999999997,215.24120000000002,463.21,984.3416000000001,4689.285599999999,214.8506185,0,2010-02-19,2010,Feb,7,19
1081,9,2/24/2012,563578.79,B,53.67,3.555,3801.98,4010.13,1.0,586.06,7315.09,224.3741384,0,2012-02-24,2012,Feb,8,24
1082,9,2/25/2011,513107.2,B,59.01,3.065,3018.5228,999.2276,188.4212,394.06080000000003,4491.2848,217.1095679,0,2011-02-25,2011,Feb,8,25
1083,9,2/26/2010,473773.27,B,43.83,2.561,2511.788,104.8284,476.534,371.5632,3757.3224,214.8780453,0,2010-02-26,2010,Feb,8,26
1084,9,2/3/2012,549967.89,B,54.43,3.36,19289.22,527.14,4.46,9955.21,3428.92,223.9006766,0,2012-02-03,2012,Feb,5,3
1085,9,2/4/2011,544612.28,B,31.82,2.989,10702.663599999998,9799.395199999999,207.50959999999998,3420.9035999999996,4625.9544,216.1162864,0,2011-02-04,2011,Feb,5,4
1086,9,2/5/2010,549505.55,B,38.01,2.572,4325.8315999999995,1272.8136,758.3252,1837.3256,10971.882000000001,214.6554591,0,2010-02-05,2010,Feb,5,5
1087,9,3/11/2011,517783.5,B,54.75,3.459,8053.3196,4253.35,174.27,2071.1632,4908.6632,217.6977326,0,2011-03-11,2011,Mar,10,11
1088,9,3/12/2010,494145.8,B,55.76,2.667,5557.225600000001,1993.2828000000002,487.7324,1801.0799999999997,7729.618799999999,214.932899,0,2010-03-12,2010,Mar,10,12
1089,9,3/16/2012,550373.57,B,59.94,3.734,1913.05,1.8,7.33,436.67,14026.36,224.9594902,0,2012-03-16,2012,Mar,11,16
1090,9,3/18/2011,515226.11,B,63.82,3.488,7423.164000000001,4558.121999999999,165.8984,1551.4076,5117.6372,217.9563371,0,2011-03-18,2011,Mar,11,18
1091,9,3/19/2010,485744.61,B,53.15,2.72,2925.8387999999995,349.2524000000001,464.48240000000004,589.9232000000001,4004.1403999999998,214.7597274,0,2010-03-19,2010,Mar,11,19
1092,9,3/2/2012,619498.28,B,57.2,3.63,6268.15,154.97,40.3096,3557.17,1878.44,224.5894104,0,2012-03-02,2012,Mar,9,2
1093,9,3/23/2012,550791.32,B,58.79,3.787,1681.15,1.8,0.68,414.45,466.42,225.0336786,0,2012-03-23,2012,Mar,12,23
1094,9,3/25/2011,497488.39999999997,B,68.79,3.473,6432.227999999999,2443.634,262.0772,1077.2395999999999,5949.4384,218.2007506,0,2011-03-25,2011,Mar,12,25
1095,9,3/26/2010,484946.56,B,51.8,2.732,3093.1072,133.8656,428.7132,413.5344,4130.022000000001,214.5531227,0,2010-03-26,2010,Mar,12,26
1096,9,3/30/2012,574985.37,B,67.87,3.845,3669.95,15.98,49.848,69.02,2049.16,225.107867,0,2012-03-30,2012,Mar,13,30
1097,9,3/4/2011,542016.18,B,60.67,3.288,15736.685199999996,5451.448,418.7172,9140.6068,7298.0812,217.4036503,0,2011-03-04,2011,Mar,9,4
1098,9,3/5/2010,507297.88,B,48.43,2.625,5528.004800000001,1997.1568000000002,743.5055999999998,2219.6924,11092.4732,214.9054721,0,2010-03-05,2010,Mar,9,5
1099,9,3/9/2012,574955.95,B,54.03,3.669,3923.2,96.52,17.36,990.11,2755.72,224.8046825,0,2012-03-09,2012,Mar,10,9
1100,9,4/1/2011,520962.14,B,56.12,3.524,12332.671600000001,3724.4144,1607.8396,6251.0676,9343.603599999999,218.445164,0,2011-04-01,2011,Apr,13,1
1101,9,4/13/2012,578539.86,B,69.19,3.891,4939.14,856.32,16.3604,290.87,807.0,225.2562439,0,2012-04-13,2012,Apr,15,13
1102,9,4/15/2011,528420.28,B,71.9,3.743,5806.278,1814.4624,46.0692,1137.6652000000001,3643.9084000000003,218.9134935,0,2011-04-15,2011,Apr,15,15
1103,9,4/16/2010,485764.32,B,66.09,2.808,5340.5812,2066.0264000000006,274.1768,1228.2976,4531.5527999999995,214.0001817,0,2010-04-16,2010,Apr,15,16
1104,9,4/2/2010,545206.32,B,65.21,2.719,5612.189999999999,2316.0124,749.5523999999999,2147.3184,10432.6396,214.3465181,0,2010-04-02,2010,Apr,13,2
1105,9,4/20/2012,542819.03,B,68.04,3.877,910.31,121.25,2.0,265.55,1146.34,225.3117488,0,2012-04-20,2012,Apr,16,20
1106,9,4/22/2011,549502.11,B,72.35,3.807,3375.2695999999996,425.7244,9.6352,408.3968,3589.5588000000002,219.0861659,0,2011-04-22,2011,Apr,16,22
1107,9,4/23/2010,488683.57,B,61.26,2.795,3418.1028,198.93959999999998,417.99120000000005,594.2467999999999,4238.9332,213.9496138,0,2010-04-23,2010,Apr,16,23
1108,9,4/27/2012,550414.99,B,73.07,3.814,409.76,258.11119999999994,0.4,7.88,7179.53,225.3672537,0,2012-04-27,2012,Apr,17,27
1109,9,4/29/2011,532226.2,B,70.85,3.81,5258.4112,92.7032,100.536,507.5932,3219.8944,219.2588382,0,2011-04-29,2011,Apr,17,29
1110,9,4/30/2010,491723.42,B,66.07,2.78,3418.1027999999997,133.86559999999997,417.99119999999994,413.5344,4238.9332,213.8990459,0,2010-04-30,2010,Apr,17,30
1111,9,4/6/2012,677885.99,B,68.83,3.891,4876.77,1395.5064000000002,10.0,1201.8,8545.16,225.1820555,0,2012-04-06,2012,Apr,14,6
1112,9,4/8/2011,561625.92,B,71.4,3.622,9109.688,3800.342,105.9904,2543.6816,3571.026,218.6895775,0,2011-04-08,2011,Apr,14,8
1113,9,4/9/2010,529384.3099999999,B,64.95,2.77,5318.307199999999,2316.1312,662.5083999999999,1960.8036,9506.297600000002,214.1399135,0,2010-04-09,2010,Apr,14,9
1114,9,5/11/2012,592572.3,B,70.94,3.688,4727.8,1289.7664000000002,1.04,356.78,1077.81,225.4782634,0,2012-05-11,2012,May,19,11
1115,9,5/13/2011,539126.0,B,77.66,3.899,6872.4408,1712.7547999999997,21.588,1723.4596000000001,2909.1483999999996,219.6041829,0,2011-05-13,2011,May,19,13
1116,9,5/14/2010,492792.8,B,70.53,2.854,5785.189200000001,2401.788,232.93759999999997,1246.2439999999997,4805.6988,213.8469819,0,2010-05-14,2010,May,19,14
1117,9,5/18/2012,571463.93,B,69.52,3.63,1926.92,356.9088,0.24,426.51,2968.78,225.4942498,0,2012-05-18,2012,May,20,18
1118,9,5/20/2011,518266.9,B,70.49,3.907,4438.727599999999,1177.2888,43.9768,649.3556,3850.5956,219.3622809,0,2011-05-20,2011,May,20,20
1119,9,5/21/2010,506274.94,B,71.5,2.826,4549.2648,844.6752,317.7268,907.57,4089.345599999999,214.1399162,0,2010-05-21,2010,May,20,21
1120,9,5/25/2012,547226.0,B,79.69,3.561,1574.27,182.4612,361.83,81.12,5286.38,225.4944288,0,2012-05-25,2012,May,21,25
1121,9,5/27/2011,553834.04,B,80.42,3.786,4634.7492,214.83,275.0928,694.5232,4095.4488,219.1203788,0,2011-05-27,2011,May,21,27
1122,9,5/28/2010,558143.53,B,77.12,2.759,3734.1184,623.7692000000002,401.24879999999996,619.2564000000001,4257.0956,214.4328505,0,2010-05-28,2010,May,21,28
1123,9,5/4/2012,586289.08,B,78.98,3.749,5917.56,654.69,68.0,969.06,647.76,225.4227585,0,2012-05-04,2012,May,18,4
1124,9,5/6/2011,545251.1,B,62.2,3.906,10324.2336,2685.4248000000002,108.40879999999999,2749.9392,3890.1479999999997,219.4315106,0,2011-05-06,2011,May,18,6
1125,9,5/7/2010,526128.61,B,68.58,2.835,5268.2452,2327.9488,708.6404000000001,1831.3888,9272.7716,213.848478,0,2010-05-07,2010,May,18,7
1126,9,6/1/2012,583648.59,B,80.26,3.501,2542.14,35.6,76.8,374.37,3413.57,225.4946078,0,2012-06-01,2012,Jun,22,1
1127,9,6/10/2011,550076.3200000001,B,85.81,3.648,6961.0072,2255.6136,114.6484,1483.374,4586.6644,218.6365747,0,2011-06-10,2011,Jun,23,10
1128,9,6/11/2010,522715.68,B,83.75,2.668,5593.595199999999,2222.8928,343.87199999999996,1454.3139999999999,5849.090800000001,215.0187191,0,2010-06-11,2010,Jun,23,11
1129,9,6/15/2012,564606.1,B,82.21,3.393,3296.23,176.4,50.03,780.78,4209.82,225.5070634,0,2012-06-15,2012,Jun,24,15
1130,9,6/17/2011,558671.14,B,89.15,3.637,5947.4836,1940.0584,121.09440000000001,1314.5223999999998,4511.0412,218.5877333,0,2011-06-17,2011,Jun,24,17
1131,9,6/18/2010,513073.87,B,82.99,2.637,5013.894,1903.3524000000002,312.0216,1168.0708,4255.6052,215.0166484,0,2010-06-18,2010,Jun,24,18
1132,9,6/22/2012,562173.12,B,81.05,3.346,2886.26,3.8,90.91839999999998,1270.8,4545.91,225.5495841,0,2012-06-22,2012,Jun,25,22
1133,9,6/24/2011,538745.9299999999,B,86.74,3.594,5428.009599999999,589.5836,259.8132,2004.9596000000001,5054.898400000001,218.6836874,0,2011-06-24,2011,Jun,25,24
1134,9,6/25/2010,509263.28,B,85.02,2.653,4127.4988,779.1476000000001,400.7176,656.0692,4384.1544,214.8965756,0,2010-06-25,2010,Jun,25,25
1135,9,6/29/2012,544770.7,B,87.18,3.286,2073.16,120.0,106.5988,31.75,2792.7,225.5921049,0,2012-06-29,2012,Jun,26,29
1136,9,6/3/2011,587004.29,B,85.8,3.699,9726.672,1628.7632000000003,138.65640000000002,2276.3268000000003,3269.7176,218.8784768,0,2011-06-03,2011,Jun,22,3
1137,9,6/4/2010,586061.46,B,79.65,2.705,5486.954000000001,2327.9488,707.8664,1666.9424,9175.734000000002,214.7257848,0,2010-06-04,2010,Jun,22,4
1138,9,6/8/2012,582525.42,B,78.91,3.452,3564.15,142.2,0.3,81.26,5518.29,225.4947868,0,2012-06-08,2012,Jun,23,8
1139,9,7/1/2011,537064.03,B,89.14,3.524,7287.8588,2198.366,264.894,1873.66,4879.3324,218.7796415,0,2011-07-01,2011,Jul,26,1
1140,9,7/13/2012,536537.64,B,82.39,3.256,3031.81,126.2992,2.02,47.76,4554.39,225.6771463,0,2012-07-13,2012,Jul,28,13
1141,9,7/15/2011,512834.04000000004,B,90.45,3.575,6450.0068,2256.9244000000003,120.59479999999999,1722.8663999999999,4911.496,218.9607242,0,2011-07-15,2011,Jul,28,15
1142,9,7/16/2010,474030.51,B,82.93,2.623,5125.108,2217.6664,276.3348,1168.0708000000002,4390.0032,214.6474453,0,2010-07-16,2010,Jul,28,16
1143,9,7/2/2010,528832.54,B,78.55,2.669,5074.3416,2324.17,743.0596,1855.61,9635.8404,214.7765028,0,2010-07-02,2010,Jul,26,2
1144,9,7/20/2012,513991.57,B,83.39,3.311,1107.97,0.5,5.85,862.28,1986.24,225.6871121,0,2012-07-20,2012,Jul,29,20
1145,9,7/22/2011,491449.94,B,89.08,3.651,6100.5412,865.6940000000001,258.35880000000003,1932.9684,5088.4884,219.0187895,0,2011-07-22,2011,Jul,29,22
1146,9,7/23/2010,462676.5,B,84.49,2.608,4293.8916,777.1772,402.06520000000006,637.0608,4175.062800000001,214.7865779,0,2010-07-23,2010,Jul,29,23
1147,9,7/27/2012,495951.0,B,86.41,3.407,1042.73,8.0,1.66,1129.2,2929.43,225.6970779,0,2012-07-27,2012,Jul,30,27
1148,9,7/29/2011,471449.98000000004,B,91.1,3.682,5350.0216,189.23799999999994,250.76880000000006,3293.2232,4721.4464,219.0768548,0,2011-07-29,2011,Jul,30,29
1149,9,7/30/2010,468675.19,B,79.83,2.64,3418.1027999999997,537.5532000000001,417.99119999999994,495.01520000000005,4238.9332,214.9257105,0,2010-07-30,2010,Jul,30,30
1150,9,7/6/2012,578790.36,B,84.15,3.227,3165.17,87.2,8.08,1642.41,2096.86,225.6346256,0,2012-07-06,2012,Jul,27,6
1151,9,7/8/2011,535983.13,B,89.04,3.48,6982.431199999999,2455.1556,115.46240000000002,1495.4419999999998,6092.5316,218.8755955,0,2011-07-08,2011,Jul,27,8
1152,9,7/9/2010,485389.14999999997,B,78.51,2.642,5452.221599999999,2197.0240000000003,493.9852,1569.2996000000003,8360.1952,214.6564301,0,2010-07-09,2010,Jul,27,9
1153,9,8/12/2011,520284.79,B,91.63,3.638,7064.5124,2252.8344,120.23880000000001,1718.4028000000003,5017.068,219.1929854,0,2011-08-12,2011,Aug,32,12
1154,9,8/13/2010,481897.98000000004,B,86.85,2.692,5614.161599999999,2219.5964,359.8988,1331.0388,5763.4472,215.2039756,0,2010-08-13,2010,Aug,32,13
1155,9,8/19/2011,540819.44,B,85.8,3.554,6051.106400000001,2523.5876000000003,200.60280000000003,1245.7204000000002,5098.85,219.2556109,0,2011-08-19,2011,Aug,33,19
1156,9,8/20/2010,499325.38,B,86.3,2.664,4707.5924,1902.5195999999999,328.8068,969.0831999999999,4103.1256,215.1619646,0,2010-08-20,2010,Aug,33,20
1157,9,8/26/2011,542663.53,B,88.95,3.523,5715.803999999999,785.3484,181.8084,2499.4732,4417.7224,219.3189965,0,2011-08-26,2011,Aug,34,26
1158,9,8/27/2010,506789.66,B,84.01,2.619,3442.6160000000004,623.7692000000001,388.8408,619.2564,4112.82,215.1199536,0,2010-08-27,2010,Aug,34,27
1159,9,8/5/2011,554879.67,B,91.52,3.684,7218.0108,2196.8384,140.18040000000002,2114.9116,4125.0408,219.1349201,0,2011-08-05,2011,Aug,31,5
1160,9,8/6/2010,522815.45,B,87.09,2.627,5330.1112,2196.3028000000004,645.3824000000001,1650.6127999999997,9161.922799999998,215.064843,0,2010-08-06,2010,Aug,31,6
1161,9,9/10/2010,484835.2,B,77.7,2.565,1671.2932,16961.847999999998,35127.3092,257.26399999999995,2117.124,215.0359315,1,2010-09-10,2010,Sep,36,10
1162,9,9/16/2011,500274.03,B,77.95,3.526,6491.511600000001,3861.6911999999998,264.8684,1353.2147999999997,4913.6192,219.6297841,0,2011-09-16,2011,Sep,37,16
1163,9,9/17/2010,463448.58999999997,B,81.19,2.582,4193.1636,1661.328,316.32520000000005,962.5988000000001,4150.338400000001,215.0615285,0,2010-09-17,2010,Sep,37,17
1164,9,9/2/2011,544643.33,B,89.33,3.533,6208.3196,2342.6196,551.4736,1623.7432,8435.489999999998,219.382382,0,2011-09-02,2011,Sep,35,2
1165,9,9/23/2011,506743.78,B,74.42,3.467,5861.851999999998,2314.3059999999996,255.06400000000002,1246.978,4750.091600000001,219.9746423,0,2011-09-23,2011,Sep,38,23
1166,9,9/24/2010,452905.22,B,77.15,2.624,3442.6160000000004,623.7692,388.8408,619.2564,4112.82,215.1378313,0,2010-09-24,2010,Sep,38,24
1167,9,9/3/2010,511049.06,B,82.47,2.577,5255.0307999999995,2325.2500000000005,691.1992,1917.5087999999998,9697.3752,215.0779426,0,2010-09-03,2010,Sep,35,3
1168,9,9/30/2011,508567.04,B,78.45,3.355,4339.163600000001,740.5536,408.3812,749.3844000000001,4886.8024,220.3195004,0,2011-09-30,2011,Sep,39,30
1169,9,9/9/2011,528784.86,B,75.65,3.546,964.3295999999999,6892.9452,49349.825999999994,535.4796000000001,1723.5703999999998,219.4457675,1,2011-09-09,2011,Sep,36,9
1170,10,1/13/2012,1711562.73,B,51.0,3.477,5203.77,14424.42,1.38,597.55,5659.57,130.244,0,2012-01-13,2012,Jan,2,13
1171,10,1/14/2011,1710803.59,B,49.98,3.312,10383.499999999998,12104.972400000002,82.2968,4558.3679999999995,5971.394799999998,127.3009355,0,2011-01-14,2011,Jan,2,14
1172,10,1/20/2012,1675562.94,B,54.51,3.66,2972.31,3286.44,1.0,644.03,5331.52,130.2792258,0,2012-01-20,2012,Jan,3,20
1173,10,1/21/2011,1677556.18,B,56.75,3.336,7771.352800000001,6301.560799999999,70.03519999999999,3285.4168,5154.7883999999995,127.4404839,0,2011-01-21,2011,Jan,3,21
1174,10,1/27/2012,1632406.0,B,53.59,3.675,3242.59,1646.86,42.2052,45.8,1691.83,130.3144516,0,2012-01-27,2012,Jan,4,27
1175,10,1/28/2011,1715769.05,B,53.03,3.231,6206.459199999999,4336.4184000000005,70.79,2399.5636,3891.0595999999996,127.5800323,0,2011-01-28,2011,Jan,4,28
1176,10,1/6/2012,1683401.78,B,59.85,3.443,7737.75,38456.09,39.72,305.2,5408.08,130.1575161,0,2012-01-06,2012,Jan,1,6
1177,10,1/7/2011,1714309.9,B,43.43,3.287,14611.220800000001,17822.2516,104.9172,11024.317200000001,6686.1208,127.1917742,0,2011-01-07,2011,Jan,1,7
1178,10,10/1/2010,1645892.97,B,86.01,3.001,6825.761999999999,3439.4788,1625.5100000000002,2801.5692,15414.710399999998,126.2346,0,2010-10-01,2010,Oct,39,1
1179,10,10/14/2011,1704753.02,B,70.27,3.698,10011.609199999999,6572.216000000001,725.1540000000001,3012.2607999999996,9422.358,129.7706452,0,2011-10-14,2011,Oct,41,14
1180,10,10/15/2010,1703850.25,B,75.48,3.08,7137.366800000001,3432.3572,631.7868,1590.7016,7086.2296,126.3266774,0,2010-10-15,2010,Oct,41,15
1181,10,10/21/2011,1745928.56,B,77.91,3.842,9395.681600000002,6062.4983999999995,432.7216,2369.9568,7653.2116000000005,129.7821613,0,2011-10-21,2011,Oct,42,21
1182,10,10/22/2010,1740234.06,B,68.12,3.014,4551.5852,1017.4528,809.6608,850.9768,6178.000800000001,126.3815484,0,2010-10-22,2010,Oct,42,22
1183,10,10/28/2011,1771792.97,B,72.79,3.843,7238.540399999999,1806.1204,531.2096,1756.66,6587.0376000000015,129.7936774,0,2011-10-28,2011,Oct,43,28
1184,10,10/29/2010,1741308.56,B,68.76,3.13,4100.6736,1005.4888000000001,983.3648,769.6196000000001,5636.1224,126.4364194,0,2010-10-29,2010,Oct,43,29
1185,10,10/7/2011,1788227.6,B,75.01,3.827,9016.537999999999,6357.4028,1627.89,4659.676,13431.6104,129.6938,0,2011-10-07,2011,Oct,40,7
1186,10,10/8/2010,1772192.42,B,77.04,2.924,7594.796799999999,4689.8224,825.7523999999999,2702.0752,10931.7516,126.2791667,0,2010-10-08,2010,Oct,40,8
1187,10,11/11/2011,2076570.84,B,55.28,3.677,13444.17,14909.99,752.18,4320.22,5896.3,129.8167097,0,2011-11-11,2011,Nov,45,11
1188,10,11/12/2010,1895901.59,B,61.24,3.13,7882.2684,4406.148,843.3248000000001,2255.6388,8352.1032,126.5461613,0,2010-11-12,2010,Nov,45,12
1189,10,11/18/2011,1869087.85,B,58.97,3.669,3886.23,708.7,115.18,695.54,9141.32,129.8268333,0,2011-11-18,2011,Nov,46,18
1190,10,11/19/2010,1949177.13,B,58.83,3.047,5069.4016,1581.8036000000002,964.3783999999999,1127.0036,6762.235599999999,126.6072,0,2010-11-19,2010,Nov,46,19
1191,10,11/25/2011,2717353.3350000004,B,60.68,3.76,174.72,329.0,141630.61,79.0,1009.98,129.8364,1,2011-11-25,2011,Nov,47,25
1192,10,11/26/2010,2717353.3350000004,B,55.33,3.162,2789.6947999999998,25982.3596,44114.245599999995,530.9856,2887.1772,126.6692667,1,2010-11-26,2010,Nov,47,26
1193,10,11/4/2011,1904438.59,B,68.57,3.828,9419.4316,6584.972000000001,1688.8236000000002,4837.235600000001,14510.055599999998,129.8051935,0,2011-11-04,2011,Nov,44,4
1194,10,11/5/2010,1832211.96,B,71.04,3.009,6913.5536,4061.5292000000004,2511.9468,3135.1775999999995,15070.622800000001,126.4912903,0,2010-11-05,2010,Nov,44,5
1195,10,12/10/2010,2411790.21,B,60.51,3.091,7934.1868,4380.904,1833.8904,2785.4732,10785.949200000001,126.7934,0,2010-12-10,2010,Dec,49,10
1196,10,12/16/2011,2555031.18,B,50.53,3.489,2200.27,337.44,1203.16,158.52,3475.95,129.8980645,0,2011-12-16,2011,Dec,50,16
1197,10,12/17/2010,2717353.3350000004,B,59.15,3.125,5900.412,4037.7020000000007,807.6804,1381.506,6877.058400000001,126.8794839,0,2010-12-17,2010,Dec,50,17
1198,10,12/2/2011,2068097.18,B,57.29,3.701,7772.17,240.0,4737.51,6615.5,36360.42,129.8459667,0,2011-12-02,2011,Dec,48,2
1199,10,12/23/2011,2717353.3350000004,B,48.36,3.541,300.02,77.73,2432.01,108.37,4078.21,129.9845484,0,2011-12-23,2011,Dec,51,23
1200,10,12/24/2010,2717353.3350000004,B,57.06,3.236,3943.5503999999996,991.3212000000001,1062.8519999999999,725.8236000000002,5571.528400000001,126.9835806,0,2010-12-24,2010,Dec,51,24
1201,10,12/3/2010,2251206.64,B,51.17,3.041,7123.8652,3292.6087999999995,3120.6132000000002,2901.9332,14953.038800000002,126.7313333,0,2010-12-03,2010,Dec,48,3
1202,10,12/30/2011,1930690.3699999999,B,48.92,3.428,7676.36,104519.54,179.82,1573.87,3732.93,130.0710323,1,2011-12-30,2011,Dec,52,30
1203,10,12/31/2010,1707298.1400000001,B,49.67,3.148,3493.6524000000004,33719.7708,27919.9264,621.3864,3159.1848000000005,127.0876774,1,2010-12-31,2010,Dec,52,31
1204,10,12/9/2011,2429310.9,B,42.58,3.644,7010.08,74.24,1019.36,5124.86,9458.28,129.8555333,0,2011-12-09,2011,Dec,49,9
1205,10,2/10/2012,2218595.8000000003,B,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,1,2012-02-10,2012,Feb,6,10
1206,10,2/11/2011,2115408.31,B,51.51,3.381,9703.3964,3974.1620000000003,18432.56,7669.930400000001,5935.2912000000015,127.859129,1,2011-02-11,2011,Feb,6,11
1207,10,2/12/2010,2176028.52,B,49.96,2.828,1686.726,14787.3764,49639.4896,317.2284,2485.1708,126.4962581,1,2010-02-12,2010,Feb,6,12
1208,10,2/17/2012,2168709.76,B,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,0,2012-02-17,2012,Feb,7,17
1209,10,2/18/2011,2106934.55,B,61.77,3.43,7975.146,5054.1116,152.6472,2673.1751999999997,5204.9644,127.99525,0,2011-02-18,2011,Feb,7,18
1210,10,2/19/2010,2113432.58,B,58.22,2.915,7050.8896,3747.7515999999996,857.2396000000001,1587.392,6813.416799999999,126.5262857,0,2010-02-19,2010,Feb,7,19
1211,10,2/24/2012,2039415.74,B,56.02,3.95,13929.09,4614.67,50.901199999999996,596.5,6528.31,130.5502069,0,2012-02-24,2012,Feb,8,24
1212,10,2/25/2011,1967996.71,B,53.59,3.398,5947.0328,1825.6676,183.8556,1119.4460000000001,5103.580799999999,128.13,0,2011-02-25,2011,Feb,8,25
1213,10,2/26/2010,2006774.96,B,52.77,2.825,3742.2192,931.0832000000003,1110.7908,866.8236,5719.974399999999,126.5522857,0,2010-02-26,2010,Feb,8,26
1214,10,2/3/2012,1867403.01,B,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,0,2012-02-03,2012,Feb,5,3
1215,10,2/4/2011,1968045.91,B,44.88,3.348,20718.416400000002,14379.468399999998,1146.7776000000001,14155.938,8446.828800000001,127.7195806,0,2011-02-04,2011,Feb,5,4
1216,10,2/5/2010,2193048.75,B,54.34,2.962,8566.1624,5615.9608,2766.9512,3119.3528,13667.9208,126.4420645,0,2010-02-05,2010,Feb,5,5
1217,10,3/11/2011,1933469.15,B,64.22,3.63,12469.6196,7791.818400000001,346.00479999999993,5485.3452,7385.4424,128.3995,0,2011-03-11,2011,Mar,10,11
1218,10,3/12/2010,1941346.13,B,52.33,3.034,8411.154,4852.210000000001,1658.5056,2420.3568,9006.776399999999,126.6042857,0,2010-03-12,2010,Mar,10,12
1219,10,3/16/2012,1930814.66,B,62.11,4.273,3977.45,-10.5,6.03,1928.5,2273.92,130.8261935,0,2012-03-16,2012,Mar,11,16
1220,10,3/18/2011,1884734.31,B,70.12,3.892,8447.836800000001,3364.6119999999996,105.49680000000001,2962.3212,4816.1648,128.5121935,0,2011-03-18,2011,Mar,11,18
1221,10,3/19/2010,1946875.06,B,61.46,3.054,8062.7119999999995,4099.4003999999995,694.0840000000001,1695.3876,6769.897599999999,126.6066452,0,2010-03-19,2010,Mar,11,19
1222,10,3/2/2012,1990371.02,B,57.62,3.882,22685.06,152.91,48.76,5831.75,2808.95,130.6457931,0,2012-03-02,2012,Mar,9,2
