Cluster/Country/Region,SubCluster,calweek,brand,dc,product_code,customer_code,Quantity
US,SC1,202304,BRANDB,DC1,PRDCT6,CUSTC,1822
US,SC1,202305,BRANDB,DC1,PRDCT6,CUSTC,1870
US,SC1,202306,BRANDB,DC1,PRDCT6,CUSTC,1911
US,SC1,202307,BRANDB,DC1,PRDCT6,CUSTC,1824
US,SC1,202308,BRANDB,DC1,PRDCT6,CUSTC,1889
US,SC1,202309,BRANDB,DC1,PRDCT6,CUSTC,1866
US,SC1,202310,BRANDB,DC1,PRDCT6,CUSTC,1900
US,SC1,202311,BRANDB,DC1,PRDCT6,CUSTC,1840
US,SC1,202312,BRANDB,DC1,PRDCT6,CUSTC,1851
US,SC1,202313,BRANDB,DC1,PRDCT6,CUSTC,1798
US,SC1,202314,BRANDB,DC1,PRDCT6,CUSTC,1821
US,SC1,202315,BRANDB,DC1,PRDCT6,CUSTC,1844
US,SC1,202001,BRANDB,DC2,PRDCT6,CUSTD,1850
US,SC1,202002,BRANDB,DC2,PRDCT6,CUSTD,1800
US,SC1,202003,BRANDB,DC2,PRDCT6,CUSTD,1951
US,SC1,202004,BRANDB,DC2,PRDCT6,CUSTD,1832
US,SC1,202005,BRANDB,DC2,PRDCT6,CUSTD,1837
US,SC1,202006,BRANDB,DC2,PRDCT6,CUSTD,1831
US,SC1,202007,BRANDB,DC2,PRDCT6,CUSTD,1866
US,SC1,202008,BRANDB,DC2,PRDCT6,CUSTD,1840
US,SC1,202009,BRANDB,DC2,PRDCT6,CUSTD,1817
US,SC1,202010,BRANDB,DC2,PRDCT6,CUSTD,1871
US,SC1,202011,BRANDB,DC2,PRDCT6,CUSTD,1887
US,SC1,202012,BRANDB,DC2,PRDCT6,CUSTD,1834
US,SC1,202013,BRANDB,DC2,PRDCT6,CUSTD,1769
US,SC1,202014,BRANDB,DC2,PRDCT6,CUSTD,1836
US,SC1,202015,BRANDB,DC2,PRDCT6,CUSTD,1847
US,SC1,202016,BRANDB,DC2,PRDCT6,CUSTD,1866
US,SC1,202017,BRANDB,DC2,PRDCT6,CUSTD,1815
US,SC1,202018,BRANDB,DC2,PRDCT6,CUSTD,1912
US,SC1,202019,BRANDB,DC2,PRDCT6,CUSTD,1831
US,SC1,202020,BRANDB,DC2,PRDCT6,CUSTD,1918
US,SC1,202021,BRANDB,DC2,PRDCT6,CUSTD,1832
US,SC1,202022,BRANDB,DC2,PRDCT6,CUSTD,1809
US,SC1,202023,BRANDB,DC2,PRDCT6,CUSTD,1837
US,SC1,202024,BRANDB,DC2,PRDCT6,CUSTD,1838
US,SC1,202025,BRANDB,DC2,PRDCT6,CUSTD,1898
US,SC1,202026,BRANDB,DC2,PRDCT6,CUSTD,1853
US,SC1,202027,BRANDB,DC2,PRDCT6,CUSTD,1853
US,SC1,202028,BRANDB,DC2,PRDCT6,CUSTD,1850
US,SC1,202029,BRANDB,DC2,PRDCT6,CUSTD,1785
US,SC1,202030,BRANDB,DC2,PRDCT6,CUSTD,1892
US,SC1,202031,BRANDB,DC2,PRDCT6,CUSTD,1873
US,SC1,202032,BRANDB,DC2,PRDCT6,CUSTD,1861
US,SC1,202033,BRANDB,DC2,PRDCT6,CUSTD,1871
US,SC1,202034,BRANDB,DC2,PRDCT6,CUSTD,1905
US,SC1,202035,BRANDB,DC2,PRDCT6,CUSTD,1816
US,SC1,202036,BRANDB,DC2,PRDCT6,CUSTD,1809
US,SC1,202037,BRANDB,DC2,PRDCT6,CUSTD,1836
US,SC1,202038,BRANDB,DC2,PRDCT6,CUSTD,1846
US,SC1,202039,BRANDB,DC2,PRDCT6,CUSTD,1888
US,SC1,202040,BRANDB,DC2,PRDCT6,CUSTD,1879
US,SC1,202041,BRANDB,DC2,PRDCT6,CUSTD,1852
US,SC1,202042,BRANDB,DC2,PRDCT6,CUSTD,1822
US,SC1,202043,BRANDB,DC2,PRDCT6,CUSTD,1888
US,SC1,202044,BRANDB,DC2,PRDCT6,CUSTD,1890
US,SC1,202045,BRANDB,DC2,PRDCT6,CUSTD,1789
US,SC1,202046,BRANDB,DC2,PRDCT6,CUSTD,1873
US,SC1,202047,BRANDB,DC2,PRDCT6,CUSTD,1881
US,SC1,202048,BRANDB,DC2,PRDCT6,CUSTD,1882
US,SC1,202049,BRANDB,DC2,PRDCT6,CUSTD,1839
US,SC1,202050,BRANDB,DC2,PRDCT6,CUSTD,1883
US,SC1,202051,BRANDB,DC2,PRDCT6,CUSTD,1823
US,SC1,202052,BRANDB,DC2,PRDCT6,CUSTD,1869
US,SC1,202101,BRANDB,DC2,PRDCT6,CUSTD,1790
US,SC1,202102,BRANDB,DC2,PRDCT6,CUSTD,1920
US,SC1,202103,BRANDB,DC2,PRDCT6,CUSTD,1844
US,SC1,202104,BRANDB,DC2,PRDCT6,CUSTD,1866
US,SC1,202105,BRANDB,DC2,PRDCT6,CUSTD,1872
US,SC1,202106,BRANDB,DC2,PRDCT6,CUSTD,1821
US,SC1,202107,BRANDB,DC2,PRDCT6,CUSTD,1908
US,SC1,202108,BRANDB,DC2,PRDCT6,CUSTD,1932
US,SC1,202109,BRANDB,DC2,PRDCT6,CUSTD,1845
US,SC1,202110,BRANDB,DC2,PRDCT6,CUSTD,1909
US,SC1,202111,BRANDB,DC2,PRDCT6,CUSTD,1835
US,SC1,202112,BRANDB,DC2,PRDCT6,CUSTD,1780
US,SC1,202113,BRANDB,DC2,PRDCT6,CUSTD,1942
US,SC1,202114,BRANDB,DC2,PRDCT6,CUSTD,1794
US,SC1,202115,BRANDB,DC2,PRDCT6,CUSTD,1821
US,SC1,202116,BRANDB,DC2,PRDCT6,CUSTD,1855
US,SC1,202117,BRANDB,DC2,PRDCT6,CUSTD,1911
US,SC1,202118,BRANDB,DC2,PRDCT6,CUSTD,1878
US,SC1,202119,BRANDB,DC2,PRDCT6,CUSTD,1927
US,SC1,202120,BRANDB,DC2,PRDCT6,CUSTD,1989
US,SC1,202121,BRANDB,DC2,PRDCT6,CUSTD,1899
US,SC1,202122,BRANDB,DC2,PRDCT6,CUSTD,1825
US,SC1,202123,BRANDB,DC2,PRDCT6,CUSTD,1840
US,SC1,202124,BRANDB,DC2,PRDCT6,CUSTD,1810
US,SC1,202125,BRANDB,DC2,PRDCT6,CUSTD,1782
US,SC1,202126,BRANDB,DC2,PRDCT6,CUSTD,1827
US,SC1,202127,BRANDB,DC2,PRDCT6,CUSTD,1831
US,SC1,202128,BRANDB,DC2,PRDCT6,CUSTD,1809
US,SC1,202129,BRANDB,DC2,PRDCT6,CUSTD,1841
US,SC1,202130,BRANDB,DC2,PRDCT6,CUSTD,1833
US,SC1,202131,BRANDB,DC2,PRDCT6,CUSTD,1908
US,SC1,202132,BRANDB,DC2,PRDCT6,CUSTD,1845
US,SC1,202133,BRANDB,DC2,PRDCT6,CUSTD,1845
US,SC1,202134,BRANDB,DC2,PRDCT6,CUSTD,1843
US,SC1,202135,BRANDB,DC2,PRDCT6,CUSTD,1855
US,SC1,202136,BRANDB,DC2,PRDCT6,CUSTD,1887
US,SC1,202137,BRANDB,DC2,PRDCT6,CUSTD,1918
US,SC1,202138,BRANDB,DC2,PRDCT6,CUSTD,1839
US,SC1,202139,BRANDB,DC2,PRDCT6,CUSTD,1825
US,SC1,202140,BRANDB,DC2,PRDCT6,CUSTD,1865
US,SC1,202141,BRANDB,DC2,PRDCT6,CUSTD,1813
US,SC1,202142,BRANDB,DC2,PRDCT6,CUSTD,1862
US,SC1,202143,BRANDB,DC2,PRDCT6,CUSTD,1823
US,SC1,202144,BRANDB,DC2,PRDCT6,CUSTD,1909
US,SC1,202145,BRANDB,DC2,PRDCT6,CUSTD,1757
US,SC1,202146,BRANDB,DC2,PRDCT6,CUSTD,1887
US,SC1,202147,BRANDB,DC2,PRDCT6,CUSTD,1965
US,SC1,202148,BRANDB,DC2,PRDCT6,CUSTD,1894
US,SC1,202149,BRANDB,DC2,PRDCT6,CUSTD,1865
US,SC1,202150,BRANDB,DC2,PRDCT6,CUSTD,1881
US,SC1,202151,BRANDB,DC2,PRDCT6,CUSTD,1887
US,SC1,202152,BRANDB,DC2,PRDCT6,CUSTD,1861
US,SC1,202201,BRANDB,DC2,PRDCT6,CUSTD,1815
US,SC1,202202,BRANDB,DC2,PRDCT6,CUSTD,1807
US,SC1,202203,BRANDB,DC2,PRDCT6,CUSTD,1897
US,SC1,202204,BRANDB,DC2,PRDCT6,CUSTD,1836
US,SC1,202205,BRANDB,DC2,PRDCT6,CUSTD,1873
US,SC1,202206,BRANDB,DC2,PRDCT6,CUSTD,1902
US,SC1,202207,BRANDB,DC2,PRDCT6,CUSTD,1866
US,SC1,202208,BRANDB,DC2,PRDCT6,CUSTD,1860
US,SC1,202209,BRANDB,DC2,PRDCT6,CUSTD,1809
US,SC1,202210,BRANDB,DC2,PRDCT6,CUSTD,1804
US,SC1,202211,BRANDB,DC2,PRDCT6,CUSTD,1854
US,SC1,202212,BRANDB,DC2,PRDCT6,CUSTD,1826
US,SC1,202213,BRANDB,DC2,PRDCT6,CUSTD,1827
US,SC1,202214,BRANDB,DC2,PRDCT6,CUSTD,1815
US,SC1,202215,BRANDB,DC2,PRDCT6,CUSTD,1831
US,SC1,202216,BRANDB,DC2,PRDCT6,CUSTD,1927
US,SC1,202217,BRANDB,DC2,PRDCT6,CUSTD,1902
US,SC1,202218,BRANDB,DC2,PRDCT6,CUSTD,1878
US,SC1,202219,BRANDB,DC2,PRDCT6,CUSTD,1931
US,SC1,202220,BRANDB,DC2,PRDCT6,CUSTD,1816
US,SC1,202221,BRANDB,DC2,PRDCT6,CUSTD,1903
US,SC1,202222,BRANDB,DC2,PRDCT6,CUSTD,1841
US,SC1,202223,BRANDB,DC2,PRDCT6,CUSTD,1796
US,SC1,202224,BRANDB,DC2,PRDCT6,CUSTD,1845
US,SC1,202225,BRANDB,DC2,PRDCT6,CUSTD,1790
US,SC1,202226,BRANDB,DC2,PRDCT6,CUSTD,1898
US,SC1,202227,BRANDB,DC2,PRDCT6,CUSTD,1911
US,SC1,202228,BRANDB,DC2,PRDCT6,CUSTD,1841
US,SC1,202229,BRANDB,DC2,PRDCT6,CUSTD,1949
US,SC1,202230,BRANDB,DC2,PRDCT6,CUSTD,1744
US,SC1,202231,BRANDB,DC2,PRDCT6,CUSTD,1854
US,SC1,202232,BRANDB,DC2,PRDCT6,CUSTD,1865
US,SC1,202233,BRANDB,DC2,PRDCT6,CUSTD,1836
US,SC1,202234,BRANDB,DC2,PRDCT6,CUSTD,1872
US,SC1,202235,BRANDB,DC2,PRDCT6,CUSTD,1898
US,SC1,202236,BRANDB,DC2,PRDCT6,CUSTD,1864
US,SC1,202237,BRANDB,DC2,PRDCT6,CUSTD,1937
US,SC1,202238,BRANDB,DC2,PRDCT6,CUSTD,1901
US,SC1,202239,BRANDB,DC2,PRDCT6,CUSTD,1785
US,SC1,202240,BRANDB,DC2,PRDCT6,CUSTD,1832
US,SC1,202241,BRANDB,DC2,PRDCT6,CUSTD,1890
US,SC1,202242,BRANDB,DC2,PRDCT6,CUSTD,1817
US,SC1,202243,BRANDB,DC2,PRDCT6,CUSTD,1825
US,SC1,202244,BRANDB,DC2,PRDCT6,CUSTD,1854
US,SC1,202245,BRANDB,DC2,PRDCT6,CUSTD,1777
US,SC1,202246,BRANDB,DC2,PRDCT6,CUSTD,1838
US,SC1,202247,BRANDB,DC2,PRDCT6,CUSTD,1829
US,SC1,202248,BRANDB,DC2,PRDCT6,CUSTD,1846
US,SC1,202249,BRANDB,DC2,PRDCT6,CUSTD,1791
US,SC1,202250,BRANDB,DC2,PRDCT6,CUSTD,1847
US,SC1,202251,BRANDB,DC2,PRDCT6,CUSTD,1900
US,SC1,202252,BRANDB,DC2,PRDCT6,CUSTD,1821
US,SC1,202301,BRANDB,DC2,PRDCT6,CUSTD,1851
US,SC1,202302,BRANDB,DC2,PRDCT6,CUSTD,1802
US,SC1,202303,BRANDB,DC2,PRDCT6,CUSTD,1833
US,SC1,202304,BRANDB,DC2,PRDCT6,CUSTD,1846
US,SC1,202305,BRANDB,DC2,PRDCT6,CUSTD,1825
US,SC1,202306,BRANDB,DC2,PRDCT6,CUSTD,1819
US,SC1,202307,BRANDB,DC2,PRDCT6,CUSTD,1851
US,SC1,202308,BRANDB,DC2,PRDCT6,CUSTD,1858
US,SC1,202309,BRANDB,DC2,PRDCT6,CUSTD,1889
US,SC1,202310,BRANDB,DC2,PRDCT6,CUSTD,1886
US,SC1,202311,BRANDB,DC2,PRDCT6,CUSTD,1912
US,SC1,202312,BRANDB,DC2,PRDCT6,CUSTD,1941
US,SC1,202313,BRANDB,DC2,PRDCT6,CUSTD,1856
US,SC1,202314,BRANDB,DC2,PRDCT6,CUSTD,1826
US,SC1,202315,BRANDB,DC2,PRDCT6,CUSTD,1873
US,SC1,202001,BRANDB,DC2,PRDCT6,CUSTE,1882
US,SC1,202002,BRANDB,DC2,PRDCT6,CUSTE,1792
US,SC1,202003,BRANDB,DC2,PRDCT6,CUSTE,1796
US,SC1,202004,BRANDB,DC2,PRDCT6,CUSTE,1896
US,SC1,202005,BRANDB,DC2,PRDCT6,CUSTE,1856
US,SC1,202006,BRANDB,DC2,PRDCT6,CUSTE,1905
US,SC1,202007,BRANDB,DC2,PRDCT6,CUSTE,1803
US,SC1,202008,BRANDB,DC2,PRDCT6,CUSTE,1828
US,SC1,202009,BRANDB,DC2,PRDCT6,CUSTE,1887
US,SC1,202010,BRANDB,DC2,PRDCT6,CUSTE,1816
US,SC1,202011,BRANDB,DC2,PRDCT6,CUSTE,1781
US,SC1,202012,BRANDB,DC2,PRDCT6,CUSTE,1812
US,SC1,202013,BRANDB,DC2,PRDCT6,CUSTE,1828
US,SC1,202014,BRANDB,DC2,PRDCT6,CUSTE,1832
US,SC1,202015,BRANDB,DC2,PRDCT6,CUSTE,1847
US,SC1,202016,BRANDB,DC2,PRDCT6,CUSTE,1806
US,SC1,202017,BRANDB,DC2,PRDCT6,CUSTE,1844
US,SC1,202018,BRANDB,DC2,PRDCT6,CUSTE,1824
US,SC1,202019,BRANDB,DC2,PRDCT6,CUSTE,1815
US,SC1,202020,BRANDB,DC2,PRDCT6,CUSTE,1817
US,SC1,202021,BRANDB,DC2,PRDCT6,CUSTE,1853
US,SC1,202022,BRANDB,DC2,PRDCT6,CUSTE,1798
US,SC1,202023,BRANDB,DC2,PRDCT6,CUSTE,1812
US,SC1,202024,BRANDB,DC2,PRDCT6,CUSTE,1741
US,SC1,202025,BRANDB,DC2,PRDCT6,CUSTE,1842
US,SC1,202026,BRANDB,DC2,PRDCT6,CUSTE,1810
US,SC1,202027,BRANDB,DC2,PRDCT6,CUSTE,1930
US,SC1,202028,BRANDB,DC2,PRDCT6,CUSTE,1926
US,SC1,202029,BRANDB,DC2,PRDCT6,CUSTE,1874
US,SC1,202030,BRANDB,DC2,PRDCT6,CUSTE,1824
US,SC1,202031,BRANDB,DC2,PRDCT6,CUSTE,1751
US,SC1,202032,BRANDB,DC2,PRDCT6,CUSTE,1938
US,SC1,202033,BRANDB,DC2,PRDCT6,CUSTE,1857
US,SC1,202034,BRANDB,DC2,PRDCT6,CUSTE,1862
US,SC1,202035,BRANDB,DC2,PRDCT6,CUSTE,1807
US,SC1,202036,BRANDB,DC2,PRDCT6,CUSTE,1820
US,SC1,202037,BRANDB,DC2,PRDCT6,CUSTE,1808
US,SC1,202038,BRANDB,DC2,PRDCT6,CUSTE,1862
US,SC1,202039,BRANDB,DC2,PRDCT6,CUSTE,1794
US,SC1,202040,BRANDB,DC2,PRDCT6,CUSTE,1847
US,SC1,202041,BRANDB,DC2,PRDCT6,CUSTE,1839
US,SC1,202042,BRANDB,DC2,PRDCT6,CUSTE,1942
US,SC1,202043,BRANDB,DC2,PRDCT6,CUSTE,1863
US,SC1,202044,BRANDB,DC2,PRDCT6,CUSTE,1861
US,SC1,202045,BRANDB,DC2,PRDCT6,CUSTE,1906
US,SC1,202046,BRANDB,DC2,PRDCT6,CUSTE,1926
US,SC1,202047,BRANDB,DC2,PRDCT6,CUSTE,1868
US,SC1,202048,BRANDB,DC2,PRDCT6,CUSTE,1854
US,SC1,202049,BRANDB,DC2,PRDCT6,CUSTE,1891
US,SC1,202050,BRANDB,DC2,PRDCT6,CUSTE,1829
US,SC1,202051,BRANDB,DC2,PRDCT6,CUSTE,1868
US,SC1,202052,BRANDB,DC2,PRDCT6,CUSTE,1811
US,SC1,202101,BRANDB,DC2,PRDCT6,CUSTE,1756
US,SC1,202102,BRANDB,DC2,PRDCT6,CUSTE,1835
US,SC1,202103,BRANDB,DC2,PRDCT6,CUSTE,1891
US,SC1,202104,BRANDB,DC2,PRDCT6,CUSTE,1891
US,SC1,202105,BRANDB,DC2,PRDCT6,CUSTE,1943
US,SC1,202106,BRANDB,DC2,PRDCT6,CUSTE,1868
US,SC1,202107,BRANDB,DC2,PRDCT6,CUSTE,1822
US,SC1,202108,BRANDB,DC2,PRDCT6,CUSTE,1888
US,SC1,202109,BRANDB,DC2,PRDCT6,CUSTE,1842
US,SC1,202110,BRANDB,DC2,PRDCT6,CUSTE,1847
US,SC1,202111,BRANDB,DC2,PRDCT6,CUSTE,1829
US,SC1,202112,BRANDB,DC2,PRDCT6,CUSTE,1887
US,SC1,202113,BRANDB,DC2,PRDCT6,CUSTE,1833
US,SC1,202114,BRANDB,DC2,PRDCT6,CUSTE,1812
US,SC1,202115,BRANDB,DC2,PRDCT6,CUSTE,1873
US,SC1,202116,BRANDB,DC2,PRDCT6,CUSTE,1862
US,SC1,202117,BRANDB,DC2,PRDCT6,CUSTE,1847
US,SC1,202118,BRANDB,DC2,PRDCT6,CUSTE,1897
US,SC1,202119,BRANDB,DC2,PRDCT6,CUSTE,1843
US,SC1,202120,BRANDB,DC2,PRDCT6,CUSTE,1773
US,SC1,202121,BRANDB,DC2,PRDCT6,CUSTE,1753
US,SC1,202122,BRANDB,DC2,PRDCT6,CUSTE,1820
US,SC1,202123,BRANDB,DC2,PRDCT6,CUSTE,1865
US,SC1,202124,BRANDB,DC2,PRDCT6,CUSTE,1854
US,SC1,202125,BRANDB,DC2,PRDCT6,CUSTE,1858
US,SC1,202126,BRANDB,DC2,PRDCT6,CUSTE,1811
US,SC1,202127,BRANDB,DC2,PRDCT6,CUSTE,1859
US,SC1,202128,BRANDB,DC2,PRDCT6,CUSTE,1883
US,SC1,202129,BRANDB,DC2,PRDCT6,CUSTE,1938
US,SC1,202130,BRANDB,DC2,PRDCT6,CUSTE,1839
US,SC1,202131,BRANDB,DC2,PRDCT6,CUSTE,1816
US,SC1,202132,BRANDB,DC2,PRDCT6,CUSTE,1894
US,SC1,202133,BRANDB,DC2,PRDCT6,CUSTE,1840
US,SC1,202134,BRANDB,DC2,PRDCT6,CUSTE,1848
US,SC1,202135,BRANDB,DC2,PRDCT6,CUSTE,1852
US,SC1,202136,BRANDB,DC2,PRDCT6,CUSTE,1786
US,SC1,202137,BRANDB,DC2,PRDCT6,CUSTE,1876
US,SC1,202138,BRANDB,DC2,PRDCT6,CUSTE,1892
US,SC1,202139,BRANDB,DC2,PRDCT6,CUSTE,1791
US,SC1,202140,BRANDB,DC2,PRDCT6,CUSTE,1866
US,SC1,202141,BRANDB,DC2,PRDCT6,CUSTE,1930
US,SC1,202142,BRANDB,DC2,PRDCT6,CUSTE,1852
US,SC1,202143,BRANDB,DC2,PRDCT6,CUSTE,1816
US,SC1,202144,BRANDB,DC2,PRDCT6,CUSTE,1884
US,SC1,202145,BRANDB,DC2,PRDCT6,CUSTE,1888
US,SC1,202146,BRANDB,DC2,PRDCT6,CUSTE,1833
US,SC1,202147,BRANDB,DC2,PRDCT6,CUSTE,1888
US,SC1,202148,BRANDB,DC2,PRDCT6,CUSTE,1888
US,SC1,202149,BRANDB,DC2,PRDCT6,CUSTE,1826
US,SC1,202150,BRANDB,DC2,PRDCT6,CUSTE,1799
US,SC1,202151,BRANDB,DC2,PRDCT6,CUSTE,1857
US,SC1,202152,BRANDB,DC2,PRDCT6,CUSTE,1835
US,SC1,202201,BRANDB,DC2,PRDCT6,CUSTE,1800
US,SC1,202202,BRANDB,DC2,PRDCT6,CUSTE,1934
US,SC1,202203,BRANDB,DC2,PRDCT6,CUSTE,1839
US,SC1,202204,BRANDB,DC2,PRDCT6,CUSTE,1915
US,SC1,202205,BRANDB,DC2,PRDCT6,CUSTE,1884
US,SC1,202206,BRANDB,DC2,PRDCT6,CUSTE,1796
US,SC1,202207,BRANDB,DC2,PRDCT6,CUSTE,1884
US,SC1,202208,BRANDB,DC2,PRDCT6,CUSTE,1836
US,SC1,202209,BRANDB,DC2,PRDCT6,CUSTE,1745
US,SC1,202210,BRANDB,DC2,PRDCT6,CUSTE,1845
US,SC1,202211,BRANDB,DC2,PRDCT6,CUSTE,1833
US,SC1,202212,BRANDB,DC2,PRDCT6,CUSTE,1809
US,SC1,202213,BRANDB,DC2,PRDCT6,CUSTE,1846
US,SC1,202214,BRANDB,DC2,PRDCT6,CUSTE,1850
US,SC1,202215,BRANDB,DC2,PRDCT6,CUSTE,1802
US,SC1,202216,BRANDB,DC2,PRDCT6,CUSTE,1820
US,SC1,202217,BRANDB,DC2,PRDCT6,CUSTE,1869
US,SC1,202218,BRANDB,DC2,PRDCT6,CUSTE,1946
US,SC1,202219,BRANDB,DC2,PRDCT6,CUSTE,1848
US,SC1,202220,BRANDB,DC2,PRDCT6,CUSTE,1777
US,SC1,202221,BRANDB,DC2,PRDCT6,CUSTE,1826
US,SC1,202222,BRANDB,DC2,PRDCT6,CUSTE,1745
US,SC1,202223,BRANDB,DC2,PRDCT6,CUSTE,1818
US,SC1,202224,BRANDB,DC2,PRDCT6,CUSTE,1790
US,SC1,202225,BRANDB,DC2,PRDCT6,CUSTE,1811
US,SC1,202226,BRANDB,DC2,PRDCT6,CUSTE,1883
US,SC1,202227,BRANDB,DC2,PRDCT6,CUSTE,1861
US,SC1,202228,BRANDB,DC2,PRDCT6,CUSTE,1824
US,SC1,202229,BRANDB,DC2,PRDCT6,CUSTE,1831
US,SC1,202230,BRANDB,DC2,PRDCT6,CUSTE,1827
US,SC1,202231,BRANDB,DC2,PRDCT6,CUSTE,1876
US,SC1,202232,BRANDB,DC2,PRDCT6,CUSTE,1819
US,SC1,202233,BRANDB,DC2,PRDCT6,CUSTE,1890
US,SC1,202234,BRANDB,DC2,PRDCT6,CUSTE,1908
US,SC1,202235,BRANDB,DC2,PRDCT6,CUSTE,1886
US,SC1,202236,BRANDB,DC2,PRDCT6,CUSTE,1882
US,SC1,202237,BRANDB,DC2,PRDCT6,CUSTE,1862
US,SC1,202238,BRANDB,DC2,PRDCT6,CUSTE,1865
US,SC1,202239,BRANDB,DC2,PRDCT6,CUSTE,1809
US,SC1,202240,BRANDB,DC2,PRDCT6,CUSTE,1904
US,SC1,202241,BRANDB,DC2,PRDCT6,CUSTE,1833
US,SC1,202242,BRANDB,DC2,PRDCT6,CUSTE,1807
US,SC1,202243,BRANDB,DC2,PRDCT6,CUSTE,1826
US,SC1,202244,BRANDB,DC2,PRDCT6,CUSTE,1887
US,SC1,202245,BRANDB,DC2,PRDCT6,CUSTE,1841
US,SC1,202246,BRANDB,DC2,PRDCT6,CUSTE,1919
US,SC1,202247,BRANDB,DC2,PRDCT6,CUSTE,1895
US,SC1,202248,BRANDB,DC2,PRDCT6,CUSTE,1800
US,SC1,202249,BRANDB,DC2,PRDCT6,CUSTE,1847
US,SC1,202250,BRANDB,DC2,PRDCT6,CUSTE,1861
US,SC1,202251,BRANDB,DC2,PRDCT6,CUSTE,1876
US,SC1,202252,BRANDB,DC2,PRDCT6,CUSTE,1857
US,SC1,202301,BRANDB,DC2,PRDCT6,CUSTE,1888
US,SC1,202302,BRANDB,DC2,PRDCT6,CUSTE,1874
US,SC1,202303,BRANDB,DC2,PRDCT6,CUSTE,1787
US,SC1,202304,BRANDB,DC2,PRDCT6,CUSTE,1866
US,SC1,202305,BRANDB,DC2,PRDCT6,CUSTE,1811
US,SC1,202306,BRANDB,DC2,PRDCT6,CUSTE,1794
US,SC1,202307,BRANDB,DC2,PRDCT6,CUSTE,1886
US,SC1,202308,BRANDB,DC2,PRDCT6,CUSTE,1963
US,SC1,202309,BRANDB,DC2,PRDCT6,CUSTE,1756
US,SC1,202310,BRANDB,DC2,PRDCT6,CUSTE,1829
US,SC1,202311,BRANDB,DC2,PRDCT6,CUSTE,1818
US,SC1,202312,BRANDB,DC2,PRDCT6,CUSTE,1861
US,SC1,202313,BRANDB,DC2,PRDCT6,CUSTE,1809
US,SC1,202314,BRANDB,DC2,PRDCT6,CUSTE,1851
US,SC1,202315,BRANDB,DC2,PRDCT6,CUSTE,1861
US,SC1,202001,BRANDB,DC2,PRDCT6,CUSTF,1893
US,SC1,202002,BRANDB,DC2,PRDCT6,CUSTF,1883
US,SC1,202003,BRANDB,DC2,PRDCT6,CUSTF,1814
US,SC1,202004,BRANDB,DC2,PRDCT6,CUSTF,1814
US,SC1,202005,BRANDB,DC2,PRDCT6,CUSTF,1813
US,SC1,202006,BRANDB,DC2,PRDCT6,CUSTF,1810
US,SC1,202007,BRANDB,DC2,PRDCT6,CUSTF,1913
US,SC1,202008,BRANDB,DC2,PRDCT6,CUSTF,1832
US,SC1,202009,BRANDB,DC2,PRDCT6,CUSTF,1835
US,SC1,202010,BRANDB,DC2,PRDCT6,CUSTF,1864
US,SC1,202011,BRANDB,DC2,PRDCT6,CUSTF,1879
US,SC1,202012,BRANDB,DC2,PRDCT6,CUSTF,1781
US,SC1,202013,BRANDB,DC2,PRDCT6,CUSTF,1898
US,SC1,202014,BRANDB,DC2,PRDCT6,CUSTF,1861
US,SC1,202015,BRANDB,DC2,PRDCT6,CUSTF,1932
US,SC1,202016,BRANDB,DC2,PRDCT6,CUSTF,1805
US,SC1,202017,BRANDB,DC2,PRDCT6,CUSTF,1832
US,SC1,202018,BRANDB,DC2,PRDCT6,CUSTF,1882
US,SC1,202019,BRANDB,DC2,PRDCT6,CUSTF,1825
US,SC1,202020,BRANDB,DC2,PRDCT6,CUSTF,1874
US,SC1,202021,BRANDB,DC2,PRDCT6,CUSTF,1914
US,SC1,202022,BRANDB,DC2,PRDCT6,CUSTF,1906
US,SC1,202023,BRANDB,DC2,PRDCT6,CUSTF,1875
US,SC1,202024,BRANDB,DC2,PRDCT6,CUSTF,1821
US,SC1,202025,BRANDB,DC2,PRDCT6,CUSTF,1836
US,SC1,202026,BRANDB,DC2,PRDCT6,CUSTF,1863
US,SC1,202027,BRANDB,DC2,PRDCT6,CUSTF,1850
US,SC1,202028,BRANDB,DC2,PRDCT6,CUSTF,1874
US,SC1,202029,BRANDB,DC2,PRDCT6,CUSTF,1840
US,SC1,202030,BRANDB,DC2,PRDCT6,CUSTF,1878
US,SC1,202031,BRANDB,DC2,PRDCT6,CUSTF,1870
US,SC1,202032,BRANDB,DC2,PRDCT6,CUSTF,1849
US,SC1,202033,BRANDB,DC2,PRDCT6,CUSTF,1907
US,SC1,202034,BRANDB,DC2,PRDCT6,CUSTF,1905
US,SC1,202035,BRANDB,DC2,PRDCT6,CUSTF,1924
US,SC1,202036,BRANDB,DC2,PRDCT6,CUSTF,1887
US,SC1,202037,BRANDB,DC2,PRDCT6,CUSTF,1908
US,SC1,202038,BRANDB,DC2,PRDCT6,CUSTF,1833
US,SC1,202039,BRANDB,DC2,PRDCT6,CUSTF,1897
US,SC1,202040,BRANDB,DC2,PRDCT6,CUSTF,1866
US,SC1,202041,BRANDB,DC2,PRDCT6,CUSTF,1890
US,SC1,202042,BRANDB,DC2,PRDCT6,CUSTF,1857
US,SC1,202043,BRANDB,DC2,PRDCT6,CUSTF,1862
US,SC1,202044,BRANDB,DC2,PRDCT6,CUSTF,1904
